lat,lon,genus,species,count
37.786386,-91.993904,Quercus,velutina,47
37.788156,-91.095241,Pinus,echinata,10
37.788156,-91.095241,Quercus,coccinea,1
37.788227,-79.511105,Juniperus,virginiana,63
37.788227,-79.511105,Pinus,virginiana,39
37.788227,-79.511105,Juglans,nigra,6
37.789828,-79.296905,Pinus,pungens,3
37.789828,-79.296905,Pinus,virginiana,5
37.789828,-79.296905,Acer,rubrum,13
37.789828,-79.296905,Amelanchier,spp.,2
37.789828,-79.296905,Carya,alba,11
37.789828,-79.296905,Quercus,prinus,21
37.790217,-92.33071,Carya,alba,7
37.790217,-92.33071,Quercus,alba,15
37.790217,-92.33071,Quercus,stellata,1
37.790217,-92.33071,Quercus,velutina,10
37.790217,-92.33071,Sassafras,albidum,3
37.790527,-92.163151,Gleditsia,triacanthos,8
37.791079,-91.02996,Acer,rubrum,11
37.791079,-91.02996,Carya,alba,2
37.791079,-91.02996,Quercus,alba,2
37.791795,-90.073987,Acer,rubrum,4
37.791795,-90.073987,Acer,saccharum,4
37.791795,-90.073987,Amelanchier,spp.,1
37.791795,-90.073987,Carya,glabra,1
37.791795,-90.073987,Carya,ovata,2
37.791795,-90.073987,Carya,texana,1
37.791795,-90.073987,Carya,alba,1
37.791795,-90.073987,Cornus,florida,3
37.791795,-90.073987,Quercus,alba,11
37.791795,-90.073987,Quercus,velutina,3
37.793355,-75.616821,Pinus,taeda,23
37.793355,-75.616821,Acer,rubrum,41
37.793355,-75.616821,Ilex,opaca,9
37.793355,-75.616821,Liquidambar,styraciflua,2
37.793355,-75.616821,Nyssa,sylvatica,5
37.793355,-75.616821,Quercus,alba,3
37.793355,-75.616821,Quercus,falcata,5
37.793355,-75.616821,Quercus,pagoda,1
37.793355,-75.616821,Quercus,nigra,4
37.793355,-75.616821,Quercus,stellata,28
37.794017,-93.098876,Carya,texana,11
37.794017,-93.098876,Morus,rubra,2
37.794017,-93.098876,Quercus,stellata,20
37.794017,-93.098876,Quercus,velutina,5
37.794305,-79.707665,Juniperus,virginiana,30
37.794305,-79.707665,Pinus,strobus,1
37.794305,-79.707665,Tsuga,canadensis,3
37.794305,-79.707665,Celtis,occidentalis,3
37.794305,-79.707665,Fraxinus,pennsylvanica,13
37.794305,-79.707665,Ostrya,virginiana,3
37.794305,-79.707665,Platanus,occidentalis,3
37.794305,-79.707665,Tilia,americana,2
37.79496,-79.253278,Betula,alleghaniensis,9
37.79496,-79.253278,Betula,lenta,13
37.79496,-79.253278,Magnolia,acuminata,4
37.799063,-89.520992,Carya,illinoinensis,1
37.799063,-89.520992,Cercis,canadensis,3
37.799063,-89.520992,Diospyros,virginiana,2
37.799063,-89.520992,Liquidambar,styraciflua,1
37.799656,-112.707744,Abies,lasiocarpa,58
37.799656,-112.707744,Populus,tremuloides,37
37.799882,-112.984934,Juniperus,osteosperma,4
37.800962,-93.990076,Quercus,palustris,3
37.800962,-93.990076,Ulmus,americana,9
37.805254,-91.953947,Carya,texana,1
37.805254,-91.953947,Juglans,nigra,1
37.805254,-91.953947,Nyssa,sylvatica,2
37.805254,-91.953947,Quercus,alba,10
37.805254,-91.953947,Quercus,marilandica,1
37.805254,-91.953947,Quercus,rubra,4
37.805254,-91.953947,Quercus,stellata,1
37.805254,-91.953947,Quercus,velutina,6
37.805655,-80.011399,Pinus,taeda,304
37.806489,-106.529399,Juniperus,scopulorum,1
37.806489,-106.529399,Pinus,edulis,12
37.807989,-82.515691,Magnolia,acuminata,1
37.80875,-81.34282,Acer,rubrum,21
37.80875,-81.34282,Betula,lenta,3
37.80875,-81.34282,Carpinus,caroliniana,3
37.80875,-81.34282,Fagus,grandifolia,21
37.80875,-81.34282,Magnolia,acuminata,1
37.80875,-81.34282,Quercus,alba,2
37.80875,-81.34282,Quercus,coccinea,1
37.80875,-81.34282,Quercus,rubra,2
37.80875,-81.34282,Quercus,velutina,1
37.809065,-92.950916,Carya,texana,3
37.809065,-92.950916,Quercus,marilandica,4
37.809399,-90.922735,Pinus,echinata,4
37.809399,-90.922735,Acer,rubrum,9
37.809399,-90.922735,Amelanchier,spp.,1
37.809399,-90.922735,Carya,texana,6
37.809399,-90.922735,Carya,alba,4
37.809399,-90.922735,Cornus,florida,1
37.809399,-90.922735,Nyssa,sylvatica,2
37.809399,-90.922735,Quercus,alba,9
37.809399,-90.922735,Quercus,stellata,9
37.809955,-111.960827,Pinus,edulis,9
37.809955,-111.960827,Pinus,ponderosa,10
37.810216,-84.565549,Aesculus,flava,1
37.810286,-91.868957,Carya,alba,1
37.810286,-91.868957,Cornus,florida,3
37.810286,-91.868957,Gleditsia,triacanthos,2
37.810286,-91.868957,Quercus,stellata,1
37.810947,-80.854591,Acer,rubrum,10
37.810947,-80.854591,Acer,saccharum,1
37.810947,-80.854591,Amelanchier,arborea,1
37.810947,-80.854591,Betula,lenta,1
37.810947,-80.854591,Fagus,grandifolia,1
37.810947,-80.854591,Fraxinus,americana,3
37.810947,-80.854591,Liriodendron,tulipifera,4
37.810947,-80.854591,Nyssa,sylvatica,2
37.810947,-80.854591,Quercus,alba,3
37.810947,-80.854591,Quercus,coccinea,1
37.810947,-80.854591,Quercus,rubra,1
37.810947,-80.854591,Tilia,americana,2
37.811151,-81.760432,Acer,saccharum,7
37.811151,-81.760432,Fraxinus,americana,3
37.811151,-81.760432,Liriodendron,tulipifera,8
37.811151,-81.760432,Magnolia,acuminata,1
37.811151,-81.760432,Prunus,serotina,1
37.811151,-81.760432,Robinia,pseudoacacia,8
37.812236,-112.248374,Juniperus,scopulorum,25
37.812236,-112.248374,Pinus,ponderosa,6
37.814029,-110.152378,Juniperus,osteosperma,5
37.814029,-110.152378,Pinus,edulis,8
37.814047,-111.055207,Juniperus,osteosperma,7
37.814047,-111.055207,Pinus,edulis,2
37.814175,-78.004646,Juniperus,virginiana,32
37.814175,-78.004646,Pinus,echinata,30
37.814175,-78.004646,Liquidambar,styraciflua,152
37.814175,-78.004646,Quercus,falcata,17
37.814175,-78.004646,Quercus,stellata,15
37.814531,-96.752009,Juniperus,virginiana,1
37.814531,-96.752009,Celtis,occidentalis,13
37.814531,-96.752009,Fraxinus,pennsylvanica,1
37.814531,-96.752009,Gleditsia,triacanthos,1
37.814531,-96.752009,Maclura,pomifera,3
37.814531,-96.752009,Ulmus,americana,4
37.814531,-96.752009,Ulmus,rubra,1
37.815065,-78.26366,Pinus,echinata,36
37.815491,-82.135686,Robinia,pseudoacacia,4
37.815689,-78.394865,Cornus,florida,14
37.815689,-78.394865,Fagus,grandifolia,11
37.817338,-79.843472,Carya,alba,12
37.817338,-79.843472,Fraxinus,pennsylvanica,33
37.817338,-79.843472,Nyssa,sylvatica,41
37.817338,-79.843472,Quercus,velutina,17
37.818201,-94.607535,Juniperus,virginiana,10
37.818201,-94.607535,Diospyros,virginiana,2
37.818201,-94.607535,Maclura,pomifera,15
37.818201,-94.607535,Prunus,serotina,4
37.818201,-94.607535,Ulmus,americana,10
37.820384,-112.559211,Pinus,ponderosa,20
37.821589,-90.767511,Acer,saccharum,46
37.821589,-90.767511,Carya,alba,2
37.821589,-90.767511,Cornus,florida,1
37.821589,-90.767511,Quercus,alba,10
37.821589,-90.767511,Ulmus,rubra,1
37.821745,-90.281497,Juniperus,virginiana,12
37.821745,-90.281497,Pinus,echinata,2
37.821745,-90.281497,Carya,glabra,7
37.821745,-90.281497,Carya,texana,8
37.821745,-90.281497,Quercus,alba,15
37.821745,-90.281497,Quercus,stellata,21
37.821745,-90.281497,Quercus,velutina,23
37.822745,-108.228058,Abies,lasiocarpa,17
37.822745,-108.228058,Picea,engelmannii,26
37.823231,-99.180532,Juniperus,virginiana,6
37.823231,-99.180532,Pinus,nigra,3
37.823231,-99.180532,Gleditsia,triacanthos,2
37.823231,-99.180532,Maclura,pomifera,7
37.823231,-99.180532,Morus,rubra,6
37.8248,-90.438983,Juniperus,virginiana,33
37.8248,-90.438983,Carya,ovata,11
37.8248,-90.438983,Carya,alba,1
37.8248,-90.438983,Gleditsia,triacanthos,2
37.8248,-90.438983,Juglans,nigra,1
37.8248,-90.438983,Quercus,muehlenbergii,2
37.824848,-107.902923,Abies,lasiocarpa,8
37.824848,-107.902923,Abies,lasiocarpa,1
37.824848,-107.902923,Picea,engelmannii,3
37.824848,-107.902923,Populus,tremuloides,21
37.826424,-92.783324,Acer,rubrum,9
37.826424,-92.783324,Cornus,florida,2
37.826424,-92.783324,Quercus,alba,10
37.826424,-92.783324,Quercus,marilandica,4
37.826424,-92.783324,Quercus,rubra,1
37.826424,-92.783324,Quercus,stellata,3
37.826424,-92.783324,Quercus,velutina,9
37.826988,-87.125858,Carya,laciniosa,5
37.826988,-87.125858,Celtis,occidentalis,17
37.826988,-87.125858,Fraxinus,pennsylvanica,5
37.827063,-92.033601,Carya,cordiformis,2
37.827063,-92.033601,Cercis,canadensis,2
37.827063,-92.033601,Cornus,florida,7
37.827063,-92.033601,Juglans,nigra,2
37.827063,-92.033601,Platanus,occidentalis,1
37.827063,-92.033601,Quercus,coccinea,8
37.827063,-92.033601,Quercus,rubra,1
37.827063,-92.033601,Quercus,velutina,5
37.829849,-77.269665,Gleditsia,triacanthos,2
37.829849,-77.269665,Ilex,opaca,16
37.830631,-86.865666,Asimina,triloba,5
37.834186,-82.298689,Acer,rubrum,111
37.834186,-82.298689,Acer,saccharum,39
37.834186,-82.298689,Betula,lenta,25
37.834186,-82.298689,Carya,glabra,40
37.834186,-82.298689,Cercis,canadensis,5
37.834186,-82.298689,Fraxinus,americana,31
37.834186,-82.298689,Liriodendron,tulipifera,57
37.834186,-82.298689,Magnolia,acuminata,1
37.834186,-82.298689,Nyssa,sylvatica,23
37.834456,-78.862922,Pinus,taeda,627
37.834456,-78.862922,Pinus,virginiana,63
37.834456,-78.862922,Prunus,serotina,24
37.834713,-77.7077,Carpinus,caroliniana,9
37.834713,-77.7077,Fraxinus,pennsylvanica,16
37.834983,-90.600062,Quercus,alba,22
37.835067,-79.018325,Magnolia,acuminata,2
37.835067,-79.018325,Tilia,americana,4
37.835122,-95.961165,Acer,negundo,6
37.835122,-95.961165,Acer,saccharinum,1
37.835122,-95.961165,Fraxinus,pennsylvanica,2
37.835122,-95.961165,Morus,rubra,3
37.835122,-95.961165,Populus,deltoides,13
37.835122,-95.961165,Ulmus,americana,2
37.835245,-87.773209,Acer,negundo,2
37.835245,-87.773209,Celtis,occidentalis,1
37.835245,-87.773209,Juglans,nigra,4
37.835245,-87.773209,Platanus,occidentalis,1
37.835534,-93.462869,Sideroxylon,lanuginosum,1
37.835534,-93.462869,Celtis,occidentalis,5
37.835534,-93.462869,Diospyros,virginiana,2
37.835534,-93.462869,Gleditsia,triacanthos,2
37.835534,-93.462869,Maclura,pomifera,1
37.835534,-93.462869,Prunus,serotina,9
37.835534,-93.462869,Quercus,marilandica,14
37.835534,-93.462869,Quercus,stellata,18
37.837738,-118.878054,Pinus,contorta,29
37.843703,-79.192908,Pinus,strobus,21
37.843703,-79.192908,Tsuga,canadensis,5
37.843703,-79.192908,Cornus,florida,17
37.843703,-79.192908,Liriodendron,tulipifera,137
37.843703,-79.192908,Magnolia,acuminata,4
37.843703,-79.192908,Quercus,alba,118
37.843703,-79.192908,Quercus,prinus,88
37.843703,-79.192908,Quercus,rubra,25
37.843703,-79.192908,Quercus,velutina,24
37.845117,-108.150342,Abies,lasiocarpa,22
37.845117,-108.150342,Picea,engelmannii,17
37.84639,-85.374247,Acer,negundo,15
37.84639,-85.374247,Aesculus,glabra,4
37.84639,-85.374247,Celtis,laevigata,5
37.84639,-85.374247,Platanus,occidentalis,5
37.84639,-85.374247,Quercus,muehlenbergii,12
37.84639,-85.374247,Ulmus,rubra,4
37.846943,-78.736836,Juniperus,virginiana,36
37.846943,-78.736836,Cornus,florida,53
37.846943,-78.736836,Prunus,serotina,49
37.846943,-78.736836,Quercus,falcata,41
37.847183,-88.721455,Acer,negundo,11
37.847183,-88.721455,Betula,nigra,7
37.847183,-88.721455,Sassafras,albidum,1
37.847397,-93.662767,Carya,alba,9
37.847397,-93.662767,Quercus,velutina,31
37.848922,-91.369286,Cornus,florida,1
37.848922,-91.369286,Quercus,velutina,9
37.848922,-91.369286,Sassafras,albidum,1
37.850356,-98.402192,Juniperus,virginiana,7
37.850356,-98.402192,Populus,deltoides,2
37.850356,-98.402192,Salix,amygdaloides,5
37.851171,-80.208805,Acer,rubrum,9
37.851171,-80.208805,Carya,glabra,2
37.851171,-80.208805,Carya,alba,4
37.851171,-80.208805,Liriodendron,tulipifera,4
37.851171,-80.208805,Nyssa,sylvatica,3
37.851171,-80.208805,Ostrya,virginiana,1
37.851171,-80.208805,Quercus,alba,3
37.851171,-80.208805,Quercus,prinus,6
37.851171,-80.208805,Robinia,pseudoacacia,1
37.851171,-80.208805,Sassafras,albidum,2
37.851241,-89.522856,Liriodendron,tulipifera,1
37.851241,-89.522856,Platanus,occidentalis,1
37.851241,-89.522856,Quercus,imbricaria,1
37.851241,-89.522856,Quercus,muehlenbergii,1
37.851241,-89.522856,Salix,nigra,2
37.851526,-82.827352,Amelanchier,spp.,1
37.851526,-82.827352,Platanus,occidentalis,3
37.852112,-90.130293,Carpinus,caroliniana,3
37.852112,-90.130293,Carya,cordiformis,4
37.852112,-90.130293,Quercus,coccinea,3
37.852112,-90.130293,Ulmus,alata,3
37.853097,-86.229481,Quercus,imbricaria,2
37.854863,-85.909814,Platanus,occidentalis,5
37.854863,-85.909814,Quercus,muehlenbergii,1
37.855213,-97.031762,Celtis,occidentalis,7
37.855213,-97.031762,Fraxinus,pennsylvanica,3
37.855213,-97.031762,Morus,rubra,1
37.855213,-97.031762,Populus,deltoides,3
37.855213,-97.031762,Ulmus,americana,2
37.855359,-78.671751,Acer,rubrum,24
37.855359,-78.671751,Carya,alba,3
37.855359,-78.671751,Cornus,florida,1
37.855359,-78.671751,Nyssa,sylvatica,10
37.855359,-78.671751,Oxydendrum,arboreum,7
37.855359,-78.671751,Quercus,prinus,11
37.855359,-78.671751,Quercus,rubra,3
37.855494,-92.267289,Juniperus,virginiana,18
37.855494,-92.267289,Quercus,marilandica,1
37.855494,-92.267289,Quercus,muehlenbergii,5
37.855494,-92.267289,Quercus,stellata,15
37.855494,-92.267289,Ulmus,americana,7
37.855494,-92.267289,Ulmus,rubra,1
37.855752,-104.355748,Juniperus,monosperma,5
37.855752,-104.355748,Pinus,edulis,1
37.855944,-95.065036,Gleditsia,triacanthos,2
37.855944,-95.065036,Maclura,pomifera,6
37.856592,-80.326424,Acer,rubrum,11
37.856592,-80.326424,Amelanchier,arborea,2
37.856592,-80.326424,Asimina,triloba,1
37.856592,-80.326424,Carya,glabra,1
37.856592,-80.326424,Castanea,dentata,7
37.856592,-80.326424,Nyssa,sylvatica,1
37.856592,-80.326424,Quercus,alba,1
37.856592,-80.326424,Quercus,prinus,4
37.856592,-80.326424,Quercus,velutina,3
37.856729,-94.272487,Carya,illinoinensis,4
37.856729,-94.272487,Celtis,occidentalis,1
37.856729,-94.272487,Gleditsia,triacanthos,3
37.856729,-94.272487,Juglans,nigra,1
37.856729,-94.272487,Maclura,pomifera,9
37.856729,-94.272487,Quercus,palustris,1
37.856729,-94.272487,Ulmus,americana,9
37.859273,-85.744781,Carya,laciniosa,5
37.859802,-105.050933,Abies,concolor,34
37.859802,-105.050933,Pinus,ponderosa,1
37.859802,-105.050933,Pseudotsuga,menziesii,1
37.859924,-92.109012,Acer,rubrum,26
37.859924,-92.109012,Carya,cordiformis,3
37.859924,-92.109012,Carya,alba,24
37.859924,-92.109012,Cornus,florida,2
37.859924,-92.109012,Quercus,alba,38
37.859924,-92.109012,Quercus,coccinea,4
37.859924,-92.109012,Quercus,muehlenbergii,2
37.859924,-92.109012,Quercus,stellata,11
37.860475,-90.970796,Pinus,echinata,16
37.860475,-90.970796,Acer,saccharum,4
37.860475,-90.970796,Quercus,stellata,9
37.860475,-90.970796,Sassafras,albidum,1
37.860849,-92.434065,Juniperus,virginiana,17
37.860849,-92.434065,Celtis,occidentalis,1
37.860849,-92.434065,Fraxinus,americana,2
37.860849,-92.434065,Gleditsia,triacanthos,1
37.860849,-92.434065,Quercus,marilandica,1
37.860849,-92.434065,Quercus,muehlenbergii,3
37.860849,-92.434065,Quercus,stellata,20
37.860849,-92.434065,Ulmus,americana,2
37.860849,-92.434065,Ulmus,rubra,1
37.869696,-108.038642,Abies,lasiocarpa,21
37.869696,-108.038642,Picea,engelmannii,32
37.869858,-78.033201,Fraxinus,americana,8
37.869858,-78.033201,Liquidambar,styraciflua,93
37.869858,-78.033201,Liriodendron,tulipifera,21
37.869858,-78.033201,Platanus,occidentalis,6
37.870265,-107.73186,Abies,lasiocarpa,31
37.870265,-107.73186,Abies,lasiocarpa,3
37.870265,-107.73186,Picea,engelmannii,19
37.870837,-84.167175,Carya,laciniosa,1
37.872685,-80.676787,Acer,rubrum,16
37.872685,-80.676787,Carya,glabra,2
37.872685,-80.676787,Carya,ovata,1
37.872685,-80.676787,Carya,alba,1
37.872685,-80.676787,Fagus,grandifolia,1
37.872685,-80.676787,Ostrya,virginiana,3
37.872685,-80.676787,Prunus,serotina,1
37.872685,-80.676787,Quercus,prinus,3
37.872685,-80.676787,Quercus,rubra,11
37.872685,-80.676787,Robinia,pseudoacacia,1
37.8732,-79.826476,Pinus,rigida,2
37.8732,-79.826476,Acer,rubrum,24
37.8732,-79.826476,Nyssa,sylvatica,35
37.8732,-79.826476,Quercus,coccinea,13
37.8732,-79.826476,Quercus,prinus,8
37.873372,-91.204105,Carya,alba,3
37.873372,-91.204105,Quercus,stellata,1
37.873372,-91.204105,Ulmus,americana,4
37.873665,-87.934974,Acer,saccharinum,18
37.873665,-87.934974,Morus,alba,6
37.87392,-90.877142,Carya,texana,1
37.87392,-90.877142,Nyssa,sylvatica,2
37.87392,-90.877142,Quercus,alba,21
37.87392,-90.877142,Quercus,rubra,1
37.87392,-90.877142,Quercus,stellata,3
37.87404,-82.15363,Carya,glabra,1
37.87404,-82.15363,Carya,ovata,1
37.87404,-82.15363,Fagus,grandifolia,3
37.87404,-82.15363,Fraxinus,pennsylvanica,1
37.87404,-82.15363,Liriodendron,tulipifera,3
37.87404,-82.15363,Nyssa,sylvatica,1
37.87404,-82.15363,Quercus,alba,3
37.87404,-82.15363,Quercus,rubra,1
37.87404,-82.15363,Quercus,velutina,2
37.87404,-82.15363,Tilia,americana,3
37.874157,-78.173529,Carpinus,caroliniana,28
37.874157,-78.173529,Cornus,florida,19
37.874882,-80.832913,Acer,rubrum,16
37.874882,-80.832913,Carya,glabra,1
37.874882,-80.832913,Prunus,serotina,2
37.874882,-80.832913,Quercus,prinus,1
37.874882,-80.832913,Quercus,rubra,7
37.875059,-79.669504,Amelanchier,spp.,1
37.875059,-79.669504,Quercus,velutina,3
37.875533,-84.316758,Aesculus,glabra,1
37.876768,-94.752608,Asimina,triloba,2
37.876768,-94.752608,Carya,cordiformis,3
37.876768,-94.752608,Carya,ovata,2
37.876768,-94.752608,Celtis,occidentalis,1
37.876768,-94.752608,Quercus,muehlenbergii,4
37.876768,-94.752608,Quercus,palustris,1
37.884087,-120.396648,Quercus,douglasii,11
37.88464,-91.960467,Quercus,marilandica,2
37.88464,-91.960467,Sassafras,albidum,2
37.88542,-91.896568,Carya,texana,5
37.88542,-91.896568,Carya,alba,2
37.88542,-91.896568,Cornus,florida,3
37.88542,-91.896568,Prunus,serotina,2
37.88542,-91.896568,Quercus,alba,53
37.88542,-91.896568,Quercus,stellata,8
37.886873,-89.662167,Carya,glabra,1
37.886873,-89.662167,Carya,ovata,1
37.886873,-89.662167,Carya,texana,1
37.886873,-89.662167,Cornus,florida,2
37.886873,-89.662167,Fraxinus,americana,3
37.886873,-89.662167,Juglans,nigra,1
37.886873,-89.662167,Morus,rubra,1
37.886873,-89.662167,Quercus,alba,1
37.886873,-89.662167,Quercus,muehlenbergii,1
37.886873,-89.662167,Quercus,stellata,12
37.886873,-89.662167,Ulmus,alata,7
37.886873,-89.662167,Ulmus,rubra,1
37.887092,-92.896615,Carya,cordiformis,9
37.887092,-92.896615,Carya,texana,11
37.887092,-92.896615,Quercus,stellata,11
37.887165,-80.155784,Pinus,pungens,2
37.887165,-80.155784,Pinus,strobus,3
37.887165,-80.155784,Amelanchier,arborea,1
37.887165,-80.155784,Quercus,alba,5
37.887165,-80.155784,Quercus,coccinea,2
37.887448,-108.783395,Pinus,ponderosa,17
37.887448,-108.783395,Quercus,gambelii,6
37.892179,-77.043705,Pinus,taeda,329
37.892179,-77.043705,Ilex,opaca,18
37.892179,-77.043705,Quercus,coccinea,11
37.89242,-119.94854,Quercus,chrysolepis,22
37.89242,-119.94854,Quercus,kelloggii,1
37.893705,-77.356215,Nyssa,biflora,13
37.893705,-77.356215,Quercus,velutina,19
37.894208,-109.397085,Juniperus,osteosperma,1
37.894208,-109.397085,Quercus,gambelii,4
37.894539,-109.694462,Juniperus,osteosperma,15
37.894539,-109.694462,Pinus,edulis,17
37.894539,-109.694462,Quercus,gambelii,1
37.894988,-91.841474,Acer,rubrum,4
37.894988,-91.841474,Juglans,nigra,7
37.897333,-80.974487,Acer,rubrum,13
37.897333,-80.974487,Betula,lenta,2
37.897333,-80.974487,Carya,alba,1
37.897333,-80.974487,Fagus,grandifolia,2
37.897333,-80.974487,Liriodendron,tulipifera,2
37.897333,-80.974487,Magnolia,acuminata,1
37.897333,-80.974487,Magnolia,fraseri,1
37.897333,-80.974487,Nyssa,sylvatica,1
37.897333,-80.974487,Quercus,prinus,10
37.897333,-80.974487,Quercus,rubra,3
37.897333,-80.974487,Robinia,pseudoacacia,1
37.897333,-80.974487,Sassafras,albidum,2
37.89741,-90.743367,Carya,texana,1
37.89741,-90.743367,Quercus,alba,4
37.89741,-90.743367,Quercus,velutina,12
37.898115,-78.830517,Juniperus,virginiana,42
37.898115,-78.830517,Pinus,virginiana,25
37.898115,-78.830517,Quercus,rubra,35
37.899862,-93.656232,Juniperus,virginiana,4
37.899862,-93.656232,Celtis,occidentalis,2
37.899862,-93.656232,Gleditsia,triacanthos,3
37.899862,-93.656232,Platanus,occidentalis,4
37.899862,-93.656232,Quercus,shumardii,1
37.901696,-95.357213,Celtis,occidentalis,14
37.902561,-81.943435,Acer,saccharum,5
37.902561,-81.943435,Ailanthus,altissima,2
37.902561,-81.943435,Carya,glabra,3
37.902561,-81.943435,Cercis,canadensis,7
37.902561,-81.943435,Fraxinus,americana,1
37.902561,-81.943435,Quercus,alba,1
37.902561,-81.943435,Quercus,rubra,2
37.902561,-81.943435,Sassafras,albidum,2
37.904071,-105.631064,Juniperus,scopulorum,8
37.904071,-105.631064,Pinus,edulis,29
37.90477,-78.986911,Acer,rubrum,43
37.90477,-78.986911,Ailanthus,altissima,2
37.90477,-78.986911,Amelanchier,spp.,8
37.90477,-78.986911,Carya,ovata,5
37.90477,-78.986911,Carya,alba,19
37.90477,-78.986911,Fraxinus,americana,22
37.90477,-78.986911,Liriodendron,tulipifera,13
37.90477,-78.986911,Prunus,serotina,10
37.90477,-78.986911,Quercus,alba,43
37.90477,-78.986911,Quercus,prinus,2
37.90477,-78.986911,Robinia,pseudoacacia,3
37.905737,-110.602359,Juniperus,osteosperma,20
37.905737,-110.602359,Pinus,edulis,1
37.908497,-92.726243,Juniperus,virginiana,2
37.908497,-92.726243,Fraxinus,pennsylvanica,5
37.910036,-120.091056,Pinus,ponderosa,29
37.910156,-119.672837,Abies,concolor,20
37.910156,-119.672837,Calocedrus,decurrens,27
37.910156,-119.672837,Pinus,contorta,1
37.910156,-119.672837,Pinus,jeffreyi,1
37.910491,-106.404814,Pinus,ponderosa,18
37.910958,-89.05284,Populus,deltoides,3
37.913562,-122.238068,Quercus,agrifolia,1
37.914795,-93.801905,Carya,texana,3
37.914795,-93.801905,Quercus,stellata,8
37.915187,-78.511895,Cercis,canadensis,2
37.915187,-78.511895,Paulownia,tomentosa,9
37.917774,-91.496722,Carya,texana,2
37.917774,-91.496722,Carya,alba,4
37.917774,-91.496722,Cornus,florida,1
37.917774,-91.496722,Morus,rubra,1
37.917774,-91.496722,Quercus,alba,11
37.917774,-91.496722,Quercus,coccinea,2
37.917774,-91.496722,Quercus,velutina,1
37.917774,-91.496722,Sassafras,albidum,2
37.918077,-90.098127,Juniperus,virginiana,28
37.918077,-90.098127,Aesculus,glabra,1
37.918077,-90.098127,Carya,cordiformis,7
37.918077,-90.098127,Celtis,occidentalis,5
37.918077,-90.098127,Fraxinus,americana,5
37.918077,-90.098127,Fraxinus,pennsylvanica,6
37.918077,-90.098127,Juglans,nigra,1
37.918077,-90.098127,Maclura,pomifera,12
37.918077,-90.098127,Platanus,occidentalis,1
37.918077,-90.098127,Quercus,rubra,3
37.918077,-90.098127,Quercus,shumardii,2
37.91924,-90.959498,Pinus,echinata,8
37.91924,-90.959498,Carya,texana,16
37.91924,-90.959498,Quercus,stellata,14
37.91924,-90.959498,Quercus,velutina,17
37.922018,-88.023229,Acer,negundo,3
37.922018,-88.023229,Carya,illinoinensis,1
37.922018,-88.023229,Celtis,occidentalis,10
37.922018,-88.023229,Fraxinus,pennsylvanica,2
37.92328,-119.374532,Abies,magnifica,7
37.92328,-119.374532,Pinus,contorta,2
37.92328,-119.374532,Pinus,monticola,5
37.92328,-119.374532,Tsuga,mertensiana,28
37.923781,-83.264746,Acer,saccharinum,7
37.923781,-83.264746,Betula,nigra,1
37.923781,-83.264746,Juglans,cinerea,1
37.923781,-83.264746,Juglans,nigra,2
37.924086,-78.039249,Juniperus,virginiana,23
37.924086,-78.039249,Acer,rubrum,105
37.924086,-78.039249,Carpinus,caroliniana,11
37.924086,-78.039249,Fagus,grandifolia,21
37.924086,-78.039249,Liquidambar,styraciflua,64
37.924086,-78.039249,Liriodendron,tulipifera,40
37.924086,-78.039249,Nyssa,sylvatica,35
37.924086,-78.039249,Quercus,alba,40
37.924086,-78.039249,Quercus,falcata,17
37.924451,-76.349214,Ilex,opaca,18
37.924451,-76.349214,Nyssa,biflora,95
37.924451,-76.349214,Quercus,falcata,25
37.924451,-76.349214,Robinia,pseudoacacia,1
37.924451,-76.349214,Sassafras,albidum,3
37.925516,-80.308058,Pinus,strobus,2
37.925516,-80.308058,Tsuga,canadensis,1
37.925516,-80.308058,Acer,rubrum,2
37.925516,-80.308058,Acer,saccharum,3
37.925516,-80.308058,Carpinus,caroliniana,1
37.925516,-80.308058,Carya,glabra,1
37.925516,-80.308058,Carya,ovata,2
37.925516,-80.308058,Carya,alba,1
37.925516,-80.308058,Quercus,alba,9
37.925516,-80.308058,Quercus,prinus,1
37.925516,-80.308058,Quercus,rubra,3
37.925516,-80.308058,Tilia,americana,1
37.925621,-86.041391,Asimina,triloba,3
37.925937,-120.629415,Quercus,douglasii,11
37.925937,-120.629415,Quercus,wislizeni,1
37.92765,-86.644527,Acer,saccharum,14
37.92765,-86.644527,Fagus,grandifolia,1
37.92765,-86.644527,Nyssa,sylvatica,1
37.92765,-86.644527,Quercus,alba,2
37.92765,-86.644527,Quercus,rubra,2
37.928279,-77.705005,Platanus,occidentalis,10
37.928279,-77.705005,Ulmus,alata,12
37.928279,-77.705005,Ulmus,americana,18
37.928725,-81.413869,Acer,rubrum,3
37.928725,-81.413869,Acer,saccharum,3
37.928725,-81.413869,Fraxinus,americana,1
37.928725,-81.413869,Liriodendron,tulipifera,2
37.928725,-81.413869,Platanus,occidentalis,1
37.930987,-90.245777,Juniperus,virginiana,6
37.930987,-90.245777,Pinus,echinata,57
37.930987,-90.245777,Acer,saccharum,20
37.930987,-90.245777,Carya,glabra,3
37.930987,-90.245777,Carya,ovata,2
37.930987,-90.245777,Carya,alba,4
37.930987,-90.245777,Quercus,muehlenbergii,2
37.930987,-90.245777,Quercus,rubra,9
37.930987,-90.245777,Quercus,velutina,7
